farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status
FARM1979,North India,Soybean,32.68,7.44,34.13,264.08,83.59,5.58,Drip,Organic,7.66,26-01-2024,18-06-2024,144,5352.52,SENS1979,12-02-2024,33.393553,74.105075,0.82,Mild
FARM1980,North India,Soybean,30.86,5.82,23.21,259.91,50.32,8.01,Manual,Mixed,24.5,22-01-2024,20-06-2024,150,2976.53,SENS1980,31-05-2024,18.74101,80.762516,0.68,
FARM1981,Central USA,Cotton,30.93,5.74,15.24,192.5,49.24,7.89,Manual,Inorganic,25.36,03-01-2024,24-04-2024,112,5320.24,SENS1981,11-02-2024,36.728566,70.057623,0.31,Moderate
FARM1982,South India,Wheat,23.17,6.42,17.73,279.2,89.9,7.17,Drip,Inorganic,7.13,02-02-2024,27-06-2024,146,2691.73,SENS1982,18-03-2024,32.776088,73.449859,0.77,Moderate
FARM1983,South India,Wheat,24.69,6.15,33.75,138.73,73.29,7.38,,Inorganic,12.48,29-01-2024,09-06-2024,132,4783.43,SENS1983,24-04-2024,18.252182,84.241591,0.83,Moderate
FARM1984,South India,Soybean,29.88,7.05,17.71,159.7,73.1,6.38,Sprinkler,Mixed,23.46,16-01-2024,23-04-2024,98,5467.27,SENS1984,09-04-2024,28.639349,72.221565,0.42,Moderate
FARM1985,South India,Rice,18.8,5.94,15.92,167.03,74.04,8.68,Sprinkler,Inorganic,16.22,08-02-2024,08-05-2024,90,5522.89,SENS1985,26-04-2024,27.902244,70.95507,0.4,Mild
FARM1986,Central USA,Maize,41.22,7.12,16.73,147.83,50.67,6.88,Drip,Inorganic,29.52,26-01-2024,22-05-2024,117,5987.43,SENS1986,29-01-2024,23.110411,80.134509,0.71,
FARM1987,South USA,Wheat,32.44,5.89,34.49,181.51,45.2,7.75,,Inorganic,8.43,06-02-2024,04-07-2024,149,5062.5,SENS1987,08-06-2024,19.651497,75.568518,0.58,
FARM1988,East Africa,Soybean,18.62,6.32,34.37,253.94,62.31,7.58,Drip,Inorganic,6.55,03-02-2024,04-05-2024,91,4179.81,SENS1988,26-03-2024,25.007615,71.980855,0.68,Moderate
FARM1989,Central USA,Wheat,38.99,6.9,27.47,97.36,42.57,5.25,,Organic,29.25,20-01-2024,24-05-2024,125,4876.08,SENS1989,16-05-2024,17.816464,71.815664,0.72,Moderate
FARM1990,South USA,Rice,28.33,6.17,17.76,153.06,43.28,6.44,Sprinkler,Mixed,20.88,23-02-2024,03-06-2024,101,5266.07,SENS1990,27-04-2024,23.593553,70.474632,0.77,Mild
FARM1991,North India,Maize,44.99,5.95,30.23,166.5,42.23,6.96,Drip,Organic,6.12,19-02-2024,13-06-2024,115,5927.55,SENS1991,12-06-2024,24.04231,70.767858,0.39,Mild
FARM1992,East Africa,Wheat,26.27,6.52,34.34,122.95,47.39,7.51,Sprinkler,Inorganic,18.7,09-01-2024,11-04-2024,93,3296.86,SENS1992,04-04-2024,35.732853,79.112649,0.5,Severe
FARM1993,Central USA,Soybean,36.11,7.36,23.36,100.81,75.69,8.23,Drip,Organic,10.75,03-01-2024,07-04-2024,95,4534.2,SENS1993,01-02-2024,32.614884,82.562508,0.55,
FARM1994,South USA,Soybean,29.59,6.93,30.08,152.48,60.71,6.24,,Mixed,18.39,01-02-2024,14-05-2024,103,2618.35,SENS1994,18-02-2024,25.435707,77.904636,0.31,Moderate
FARM1995,East Africa,Cotton,43.78,6.95,30.41,110.36,51.82,5.98,Sprinkler,Organic,29.58,10-01-2024,23-05-2024,134,3777.79,SENS1995,16-04-2024,27.964484,82.225143,0.88,
FARM1996,South India,Maize,34.22,6.0,34.43,287.75,60.78,6.15,Sprinkler,Inorganic,13.59,05-01-2024,26-05-2024,142,4770.17,SENS1996,26-04-2024,22.24864,76.970961,0.7,
FARM1997,East Africa,Maize,38.52,6.93,28.42,68.33,51.98,7.37,Manual,Inorganic,9.93,21-02-2024,03-06-2024,103,5021.38,SENS1997,02-04-2024,16.252961,81.235831,0.81,
FARM1998,Central USA,Soybean,36.93,6.29,32.63,96.3,71.09,7.71,Manual,Mixed,5.8,01-03-2024,13-07-2024,134,5585.71,SENS1998,23-05-2024,22.344443,75.320126,0.63,Mild
FARM1999,Central USA,Wheat,19.4,6.23,21.74,248.31,83.2,8.16,Sprinkler,Mixed,28.83,07-01-2024,22-04-2024,106,5079.23,SENS1999,29-01-2024,29.142794,74.19899,0.65,Mild
FARM2000,North India,Wheat,33.26,7.49,21.36,184.37,75.66,5.19,Drip,Mixed,23.2,09-01-2024,07-05-2024,119,3424.88,SENS2000,24-02-2024,34.779071,77.965382,0.63,Severe
FARM2001,Central USA,Wheat,20.11,5.55,17.69,174.83,57.1,8.98,Manual,Mixed,11.41,09-01-2024,27-04-2024,109,3385.34,SENS2001,31-01-2024,36.52226,74.239252,0.76,
FARM2002,South USA,Soybean,41.98,6.07,15.75,52.4,43.89,7.49,Manual,Mixed,7.78,22-02-2024,06-07-2024,135,5538.99,SENS2002,28-02-2024,17.615397,77.435383,0.35,Moderate
FARM2003,South India,Cotton,28.21,6.24,32.35,185.35,70.5,7.76,Drip,Inorganic,13.52,27-02-2024,26-07-2024,150,5872.11,SENS2003,30-05-2024,21.525119,77.561768,0.74,Mild
FARM2004,East Africa,Wheat,37.21,6.95,23.7,230.17,59.67,5.78,Sprinkler,Mixed,23.36,15-02-2024,30-06-2024,136,4504.9,SENS2004,23-06-2024,31.26325,87.604189,0.42,Moderate
FARM2005,South India,Soybean,35.29,6.13,25.11,109.57,57.03,5.31,Manual,Mixed,5.97,09-02-2024,08-06-2024,120,3271.18,SENS2005,31-05-2024,30.121253,86.234457,0.55,
FARM2006,North India,Soybean,42.48,5.73,22.85,220.34,79.2,7.72,,Mixed,12.61,16-01-2024,06-06-2024,142,3860.96,SENS2006,12-05-2024,20.298741,76.829415,0.3,Mild
FARM2007,North India,Cotton,40.77,6.9,27.94,192.54,49.0,5.24,Sprinkler,Inorganic,6.3,29-01-2024,02-06-2024,125,5095.34,SENS2007,25-05-2024,17.974685,86.237932,0.32,Mild
FARM2008,East Africa,Soybean,37.47,6.63,30.67,170.06,86.81,7.74,Drip,Mixed,13.1,16-02-2024,20-06-2024,125,4828.86,SENS2008,27-04-2024,15.04659,76.381488,0.57,Severe
FARM2009,South India,Wheat,33.27,7.43,22.62,155.75,49.36,6.39,Sprinkler,Inorganic,29.68,12-02-2024,12-06-2024,121,3113.2,SENS2009,09-06-2024,27.546141,76.299544,0.7,Severe
FARM2010,South India,Maize,19.76,6.05,18.64,152.96,56.88,8.01,Drip,Mixed,24.43,23-02-2024,24-05-2024,91,3170.74,SENS2010,24-02-2024,27.343945,76.0164,0.71,Moderate
FARM2011,South USA,Maize,37.05,6.61,18.9,155.29,62.84,7.71,Manual,Inorganic,16.39,19-01-2024,29-04-2024,101,4287.71,SENS2011,18-04-2024,15.477769,77.025746,0.77,Severe
FARM2012,North India,Cotton,30.69,5.91,21.67,128.65,46.52,8.49,Drip,Inorganic,9.51,19-01-2024,03-06-2024,136,5946.79,SENS2012,09-03-2024,34.622678,73.057483,0.83,Severe
FARM2013,East Africa,Maize,37.25,5.86,28.14,56.03,64.14,6.58,Drip,Mixed,17.05,19-01-2024,31-05-2024,133,3960.82,SENS2013,09-04-2024,23.584588,71.943503,0.74,
FARM2014,East Africa,Cotton,36.74,7.16,26.18,262.92,70.35,8.39,Sprinkler,Inorganic,12.17,16-01-2024,11-06-2024,147,3006.82,SENS2014,24-05-2024,20.040151,77.520217,0.78,Severe
FARM2015,South USA,Rice,15.31,6.01,34.5,193.65,46.72,6.25,Sprinkler,Organic,13.95,29-01-2024,18-06-2024,141,3186.71,SENS2015,03-06-2024,20.125681,77.684718,0.35,Severe
FARM2016,East Africa,Soybean,43.02,7.32,29.06,259.41,80.92,5.26,,Mixed,23.71,26-01-2024,16-05-2024,111,5627.91,SENS2016,28-01-2024,20.6108,72.876495,0.69,Severe
FARM2017,South India,Soybean,41.23,6.34,34.31,65.74,88.14,5.42,Manual,Organic,29.96,18-02-2024,21-05-2024,93,5554.93,SENS2017,01-05-2024,25.839859,77.501731,0.88,
FARM2018,Central USA,Soybean,17.91,6.49,17.38,147.41,85.5,8.97,Sprinkler,Organic,17.34,31-01-2024,13-05-2024,103,4643.01,SENS2018,16-02-2024,35.429992,71.449667,0.56,
FARM2019,North India,Wheat,38.88,5.53,27.13,133.18,49.76,6.09,Drip,Organic,5.21,15-02-2024,01-07-2024,137,5725.47,SENS2019,31-05-2024,29.455133,82.266332,0.45,Severe
FARM2020,South India,Cotton,29.87,5.89,29.19,168.97,49.31,6.06,,Inorganic,14.04,20-01-2024,13-06-2024,145,5950.49,SENS2020,16-05-2024,28.243675,75.972365,0.76,Severe
FARM2021,East Africa,Maize,39.54,5.64,34.08,73.55,41.77,6.2,Manual,Mixed,11.39,31-01-2024,13-06-2024,134,5071.97,SENS2021,10-02-2024,16.215852,71.661201,0.54,Severe
FARM2022,South USA,Wheat,28.75,7.4,24.75,153.92,56.48,6.06,Manual,Inorganic,6.33,01-02-2024,15-06-2024,135,3851.17,SENS2022,15-04-2024,36.832968,70.673503,0.32,Severe
FARM2023,North India,Rice,22.34,6.79,25.41,263.67,62.89,5.2,Drip,Mixed,24.37,18-01-2024,08-06-2024,142,5520.59,SENS2023,20-03-2024,26.287135,81.080782,0.79,Moderate
FARM2024,South USA,Maize,37.97,6.23,19.94,147.79,40.85,5.2,Drip,Inorganic,11.54,06-01-2024,09-04-2024,94,3517.51,SENS2024,06-03-2024,32.99529,70.884067,0.31,Moderate
FARM2025,South USA,Soybean,28.72,5.77,30.6,293.53,59.63,8.32,Drip,Organic,25.43,31-01-2024,21-06-2024,142,3074.64,SENS2025,10-06-2024,23.907855,80.63497,0.33,Moderate
FARM2026,North India,Soybean,42.07,7.16,21.15,52.21,43.23,5.87,Manual,Organic,21.6,01-03-2024,17-07-2024,138,3612.01,SENS2026,15-06-2024,25.694785,73.732573,0.35,Severe
FARM2027,East Africa,Rice,32.28,6.08,34.14,171.61,87.17,5.98,Manual,Mixed,29.72,04-02-2024,02-06-2024,119,5049.8,SENS2027,15-05-2024,29.569357,81.113884,0.68,Mild
FARM2028,South India,Wheat,17.76,6.09,15.59,141.72,68.91,5.33,,Inorganic,6.79,04-01-2024,27-04-2024,114,4449.91,SENS2028,07-02-2024,13.097953,82.391435,0.68,Severe
FARM2029,East Africa,Cotton,22.21,7.16,24.66,97.58,73.04,5.94,Sprinkler,Mixed,15.47,05-02-2024,14-06-2024,130,4842.88,SENS2029,06-05-2024,33.93617,78.248019,0.34,Moderate
FARM2030,Central USA,Rice,41.69,7.24,26.34,278.86,80.37,6.68,,Mixed,9.8,05-02-2024,07-05-2024,92,5748.95,SENS2030,23-02-2024,20.552293,78.5514,0.6,Severe
FARM2031,North India,Cotton,19.7,5.69,31.7,105.63,66.28,6.52,Sprinkler,Organic,27.88,14-02-2024,18-05-2024,94,2561.48,SENS2031,01-03-2024,23.273836,75.571704,0.31,Moderate
FARM2032,South India,Soybean,19.43,7.13,27.66,285.6,67.64,5.55,Manual,Inorganic,8.92,27-02-2024,21-07-2024,145,4397.46,SENS2032,03-06-2024,14.613208,71.759637,0.58,
FARM2033,East Africa,Maize,32.25,6.94,24.73,291.67,57.71,5.93,Manual,Mixed,28.47,06-01-2024,30-04-2024,115,5417.86,SENS2033,03-02-2024,24.673997,81.334618,0.73,Severe
FARM2034,Central USA,Rice,29.69,7.48,25.94,154.75,78.37,5.91,Sprinkler,Mixed,18.58,23-02-2024,21-06-2024,119,3808.71,SENS2034,25-05-2024,21.217829,76.833018,0.42,Moderate
FARM2035,North India,Maize,32.35,6.82,24.29,267.94,68.15,7.74,Manual,Mixed,5.45,19-01-2024,21-05-2024,123,5541.64,SENS2035,13-02-2024,20.878566,83.386129,0.59,Mild
FARM2036,North India,Wheat,16.64,7.43,27.44,149.09,43.72,5.51,Sprinkler,Organic,26.28,02-02-2024,21-05-2024,109,3862.44,SENS2036,02-05-2024,27.722163,72.770933,0.65,Moderate
FARM2037,Central USA,Soybean,32.82,6.36,26.57,253.85,68.92,6.66,,Mixed,17.63,01-02-2024,06-06-2024,126,3737.81,SENS2037,25-02-2024,13.871581,72.856707,0.57,
FARM2038,North India,Soybean,21.36,6.38,18.7,103.0,81.38,5.71,Sprinkler,Inorganic,7.2,09-02-2024,05-07-2024,147,3296.25,SENS2038,27-03-2024,19.415101,77.141663,0.66,Severe
FARM2039,Central USA,Cotton,39.47,6.87,28.46,78.39,53.59,5.76,Drip,Organic,22.92,25-01-2024,19-05-2024,115,2861.25,SENS2039,10-02-2024,22.60798,82.006138,0.33,Mild
FARM2040,North India,Cotton,26.9,5.8,32.4,214.77,69.43,5.69,Sprinkler,Mixed,18.72,17-01-2024,15-06-2024,150,3763.2,SENS2040,04-06-2024,18.111602,80.795956,0.76,
FARM2041,South India,Rice,31.18,6.92,34.68,239.3,48.07,8.82,,Organic,27.22,28-01-2024,12-05-2024,105,3360.21,SENS2041,22-04-2024,29.519327,72.913133,0.84,Severe
FARM2042,East Africa,Maize,24.26,7.04,16.67,177.82,40.16,5.1,Manual,Mixed,15.65,22-02-2024,28-06-2024,127,3781.86,SENS2042,13-05-2024,17.798321,84.873901,0.43,Moderate
FARM2043,North India,Rice,39.64,7.24,25.48,104.75,61.79,5.35,Drip,Organic,9.55,19-02-2024,12-06-2024,114,4125.58,SENS2043,17-03-2024,13.196482,74.033842,0.68,Mild
FARM2044,South USA,Cotton,30.93,6.21,32.59,112.45,49.32,6.47,Sprinkler,Mixed,29.08,08-02-2024,21-05-2024,103,3475.86,SENS2044,01-03-2024,30.857782,86.270231,0.45,Severe
FARM2045,East Africa,Wheat,30.17,6.58,34.87,118.26,43.75,8.15,Manual,Inorganic,25.78,18-01-2024,27-05-2024,130,3545.4,SENS2045,15-03-2024,25.728103,81.0248,0.82,
FARM2046,South India,Cotton,37.79,6.38,28.86,296.04,46.93,8.55,Sprinkler,Inorganic,10.28,29-02-2024,17-06-2024,109,4123.59,SENS2046,15-04-2024,14.595075,72.207467,0.89,Mild
FARM2047,Central USA,Rice,36.36,7.11,18.69,199.83,47.1,5.4,,Mixed,28.09,20-02-2024,08-07-2024,139,5408.83,SENS2047,05-04-2024,16.913605,76.652363,0.53,
FARM2048,North India,Wheat,25.47,6.31,25.4,210.35,87.22,8.81,,Organic,20.69,13-02-2024,15-05-2024,92,3600.44,SENS2048,29-02-2024,30.392394,85.992404,0.48,Mild
FARM2049,South USA,Wheat,18.26,7.04,16.47,57.52,57.11,7.6,,Mixed,15.11,11-02-2024,09-06-2024,119,5953.31,SENS2049,01-04-2024,32.936101,83.144897,0.86,Severe
FARM2050,South India,Soybean,15.87,5.92,24.77,97.61,60.65,6.3,Drip,Mixed,11.37,29-02-2024,19-07-2024,141,5142.42,SENS2050,09-03-2024,21.681974,87.078388,0.41,
FARM2051,South USA,Cotton,26.16,7.04,16.57,214.59,67.06,6.35,Drip,Mixed,25.02,13-01-2024,01-06-2024,140,5324.77,SENS2051,22-03-2024,29.835537,80.335261,0.55,Severe
FARM2052,South India,Soybean,40.59,6.68,18.39,201.55,83.95,7.1,,Mixed,11.33,27-02-2024,17-07-2024,141,5128.2,SENS2052,11-07-2024,31.758317,71.913612,0.89,Moderate
FARM2053,South India,Wheat,44.94,7.22,29.16,147.35,45.88,8.52,Manual,Inorganic,10.89,20-01-2024,21-04-2024,92,5382.54,SENS2053,07-04-2024,34.348627,81.936645,0.69,
FARM2054,South USA,Cotton,37.75,7.33,27.35,156.48,72.18,7.58,Sprinkler,Inorganic,15.13,22-01-2024,11-05-2024,110,4538.38,SENS2054,27-02-2024,22.820332,71.947655,0.85,
FARM2055,Central USA,Soybean,15.6,5.9,17.07,57.66,54.26,5.19,,Organic,27.05,02-01-2024,15-04-2024,104,3429.09,SENS2055,02-04-2024,25.600423,82.769376,0.42,
FARM2056,South USA,Maize,31.27,6.22,32.43,235.71,74.63,8.16,Sprinkler,Inorganic,6.61,10-01-2024,26-05-2024,137,4870.06,SENS2056,21-05-2024,25.874546,85.999823,0.42,Severe
FARM2057,North India,Rice,17.13,5.7,33.1,82.37,87.9,7.18,Manual,Mixed,17.75,29-01-2024,26-06-2024,149,3512.52,SENS2057,01-04-2024,13.48766,84.494473,0.41,Mild
FARM2058,East Africa,Wheat,23.37,5.8,21.35,147.5,81.8,5.42,Drip,Inorganic,29.83,13-02-2024,05-07-2024,143,3501.49,SENS2058,18-05-2024,36.422538,76.284803,0.46,Severe
FARM2059,Central USA,Rice,35.07,7.27,34.38,118.4,50.27,5.9,,Inorganic,23.9,29-02-2024,19-06-2024,111,4566.97,SENS2059,13-04-2024,33.923479,71.573341,0.71,
FARM2060,North India,Cotton,17.74,7.25,25.78,60.37,77.07,7.39,Sprinkler,Mixed,25.83,19-02-2024,11-07-2024,143,3022.53,SENS2060,09-06-2024,17.223338,76.616524,0.38,Severe
FARM2061,North India,Maize,28.87,7.26,19.55,235.84,48.05,6.31,Sprinkler,Mixed,5.16,19-01-2024,21-04-2024,93,3768.77,SENS2061,20-02-2024,25.34972,76.691736,0.53,Severe
FARM2062,South USA,Rice,35.12,6.91,23.64,258.91,72.26,5.14,,Organic,15.73,21-02-2024,01-07-2024,131,4270.63,SENS2062,21-05-2024,17.999516,73.655991,0.66,Severe
FARM2063,East Africa,Maize,21.01,5.96,17.33,193.49,85.38,8.77,Drip,Inorganic,20.51,03-02-2024,17-06-2024,135,2657.82,SENS2063,08-02-2024,36.584586,81.920266,0.49,
FARM2064,Central USA,Maize,32.29,5.52,15.12,103.19,56.68,5.66,Drip,Organic,7.93,19-01-2024,03-06-2024,136,4539.41,SENS2064,12-04-2024,21.589732,74.939273,0.9,
FARM2065,South India,Wheat,35.01,5.57,22.01,127.8,52.28,8.1,Drip,Mixed,17.82,27-01-2024,19-05-2024,113,5701.88,SENS2065,10-02-2024,24.233606,77.945857,0.66,Moderate
FARM2066,East Africa,Wheat,26.69,6.49,34.3,233.27,41.87,7.7,Drip,Inorganic,16.66,12-02-2024,24-05-2024,102,4943.55,SENS2066,03-05-2024,35.502093,71.84393,0.65,
FARM2067,East Africa,Rice,28.05,6.45,25.37,283.8,47.56,7.17,Drip,Inorganic,27.61,26-02-2024,30-05-2024,94,3478.68,SENS2067,30-05-2024,23.369369,77.896583,0.37,Moderate
FARM2068,Central USA,Maize,34.47,6.05,26.17,249.66,65.1,8.12,,Organic,27.83,13-02-2024,14-05-2024,91,5506.7,SENS2068,01-04-2024,24.781487,86.907625,0.44,
FARM2069,Central USA,Wheat,16.98,7.34,26.64,269.05,69.13,6.34,Manual,Mixed,13.6,11-01-2024,24-04-2024,104,2865.39,SENS2069,16-02-2024,21.524037,79.13047,0.42,Severe
FARM2070,South USA,Maize,17.36,7.12,27.52,102.81,75.25,7.4,Drip,Inorganic,11.7,29-01-2024,08-06-2024,131,4877.57,SENS2070,16-05-2024,22.400339,71.326987,0.44,Mild
FARM2071,Central USA,Maize,40.85,5.53,32.04,118.18,77.62,7.48,Drip,Mixed,10.79,22-02-2024,13-06-2024,112,3346.44,SENS2071,15-04-2024,32.864485,75.833254,0.55,Moderate
FARM2072,South India,Maize,36.01,6.91,22.68,234.63,66.07,7.95,,Mixed,25.25,29-02-2024,23-06-2024,115,5110.38,SENS2072,31-03-2024,27.842549,85.776283,0.57,Moderate
FARM2073,North India,Rice,19.23,6.1,23.26,229.88,82.7,5.3,Manual,Organic,16.27,27-02-2024,16-06-2024,110,3087.22,SENS2073,19-04-2024,23.953825,75.081806,0.6,Mild
FARM2074,Central USA,Maize,32.47,5.77,33.31,177.3,88.5,7.91,,Organic,11.71,01-01-2024,03-04-2024,93,5815.51,SENS2074,02-01-2024,33.227049,83.227702,0.7,
FARM2075,North India,Rice,30.48,6.07,31.87,298.2,82.97,8.35,Manual,Organic,20.72,14-01-2024,23-05-2024,130,5828.61,SENS2075,30-01-2024,27.320383,75.241448,0.59,Moderate
FARM2076,South USA,Maize,24.22,6.48,29.09,101.08,58.24,6.58,Sprinkler,Organic,14.07,04-01-2024,15-04-2024,102,5106.77,SENS2076,04-02-2024,27.95638,73.142448,0.39,Mild
FARM2077,South India,Maize,19.09,6.29,28.04,284.69,68.49,8.55,Manual,Inorganic,26.82,23-01-2024,22-04-2024,90,3135.26,SENS2077,31-01-2024,21.809391,79.170069,0.62,
FARM2078,North India,Wheat,23.62,6.8,27.16,163.77,57.57,8.49,,Organic,16.16,06-02-2024,09-06-2024,124,5007.61,SENS2078,26-05-2024,35.234254,86.195505,0.3,Severe
FARM2079,South USA,Soybean,38.67,5.94,27.09,196.17,42.83,6.41,Sprinkler,Mixed,28.44,12-01-2024,03-05-2024,112,5471.19,SENS2079,14-04-2024,22.093007,73.48299,0.63,Moderate
FARM2080,South USA,Cotton,37.5,6.34,16.22,240.24,45.03,8.65,Manual,Mixed,6.66,11-01-2024,17-04-2024,97,3631.26,SENS2080,13-03-2024,17.29211,84.569877,0.33,Moderate
FARM2081,South India,Rice,41.71,6.29,18.39,95.93,78.35,8.76,Drip,Inorganic,5.45,29-02-2024,09-07-2024,131,4308.3,SENS2081,27-03-2024,29.474303,74.513221,0.8,
FARM2082,North India,Wheat,23.75,6.59,27.74,212.05,58.81,5.78,Manual,Mixed,26.45,27-01-2024,12-05-2024,106,5090.92,SENS2082,12-02-2024,28.14854,86.099869,0.84,Severe
FARM2083,East Africa,Rice,34.0,5.86,32.37,254.86,60.01,8.46,Manual,Organic,13.03,16-01-2024,04-05-2024,109,5581.6,SENS2083,01-05-2024,16.651952,82.207364,0.81,
FARM2084,North India,Rice,32.15,5.61,30.69,233.83,78.52,8.47,Manual,Inorganic,13.41,18-02-2024,22-05-2024,94,3413.13,SENS2084,11-03-2024,18.831104,73.457877,0.61,Mild
FARM2085,North India,Maize,22.62,5.93,31.69,245.52,78.46,8.4,Drip,Inorganic,28.43,06-01-2024,04-05-2024,119,3479.35,SENS2085,16-04-2024,35.848485,81.313315,0.86,Severe
FARM2086,East Africa,Soybean,16.88,6.91,27.04,267.47,65.19,6.96,Sprinkler,Mixed,5.08,22-02-2024,27-05-2024,95,4045.62,SENS2086,05-04-2024,22.321407,85.636117,0.79,Moderate
FARM2087,South India,Maize,23.38,7.02,17.29,78.93,55.35,6.06,,Inorganic,20.92,08-02-2024,25-06-2024,138,5561.2,SENS2087,14-06-2024,19.888832,84.930018,0.51,Moderate
FARM2088,South India,Cotton,15.78,7.49,26.73,154.14,54.8,5.42,Drip,Inorganic,10.65,14-02-2024,22-06-2024,129,2651.11,SENS2088,07-04-2024,30.962591,76.848401,0.31,
FARM2089,Central USA,Cotton,28.51,5.76,24.14,233.52,71.71,6.54,Sprinkler,Mixed,9.12,13-01-2024,15-04-2024,93,4797.42,SENS2089,04-02-2024,31.651262,86.319741,0.55,
FARM2090,South India,Maize,16.37,6.5,17.65,170.69,69.49,5.02,,Inorganic,24.47,10-01-2024,04-06-2024,146,2609.37,SENS2090,28-02-2024,28.785177,77.52504,0.69,
FARM2091,Central USA,Soybean,31.22,7.07,25.21,93.22,43.42,6.28,Drip,Inorganic,17.62,01-01-2024,13-05-2024,133,4530.96,SENS2091,20-01-2024,25.742005,77.199801,0.78,Mild
FARM2092,South USA,Cotton,35.76,6.21,17.07,285.56,80.15,5.86,Sprinkler,Organic,7.76,15-01-2024,12-06-2024,149,5841.95,SENS2092,28-05-2024,24.132861,73.434255,0.59,Moderate
FARM2093,East Africa,Soybean,39.68,6.03,17.29,164.75,80.83,5.31,Sprinkler,Mixed,5.02,27-01-2024,02-05-2024,96,5171.54,SENS2093,12-03-2024,36.800112,75.318283,0.74,Severe
FARM2094,North India,Cotton,24.73,6.39,28.15,90.96,59.06,6.52,Drip,Mixed,19.86,18-02-2024,29-06-2024,132,3297.86,SENS2094,13-03-2024,25.183784,73.248073,0.32,Moderate
FARM2095,South USA,Maize,41.29,6.64,25.95,53.9,86.58,6.46,,Inorganic,14.73,14-02-2024,20-05-2024,96,5266.93,SENS2095,25-03-2024,36.210304,80.013013,0.75,Mild
FARM2096,North India,Cotton,18.29,6.98,19.44,262.81,85.03,5.69,Sprinkler,Organic,6.39,10-01-2024,07-06-2024,149,5026.11,SENS2096,02-02-2024,35.989316,84.294739,0.49,Moderate
FARM2097,North India,Wheat,24.62,7.19,27.79,106.7,57.12,7.14,,Inorganic,29.41,18-01-2024,23-05-2024,126,5583.64,SENS2097,17-03-2024,27.414188,87.271089,0.88,Moderate
FARM2098,South USA,Cotton,23.41,6.63,24.64,154.51,61.64,7.99,Manual,Organic,9.78,25-02-2024,19-06-2024,115,2646.42,SENS2098,14-04-2024,31.630464,70.922778,0.76,Severe
FARM2099,East Africa,Rice,36.07,6.81,20.06,81.8,62.32,6.44,Drip,Inorganic,26.41,11-01-2024,18-05-2024,128,4257.55,SENS2099,19-03-2024,16.708948,79.060188,0.78,Moderate
FARM2100,South India,Soybean,28.22,6.2,27.92,262.41,62.53,6.6,Manual,Mixed,12.98,18-02-2024,17-06-2024,120,3857.58,SENS2100,15-05-2024,16.411687,73.545749,0.43,Mild
FARM2101,North India,Cotton,16.14,5.84,26.36,207.46,82.8,5.56,Drip,Mixed,29.13,05-02-2024,25-06-2024,141,5134.76,SENS2101,21-05-2024,36.005433,83.95928,0.61,Severe
FARM2102,North India,Maize,24.09,7.11,32.64,249.55,40.69,7.94,Sprinkler,Inorganic,8.61,09-02-2024,21-05-2024,102,2733.91,SENS2102,18-02-2024,17.010913,70.023505,0.4,Mild
FARM2103,South India,Soybean,35.31,5.89,23.52,250.91,55.27,6.29,Manual,Organic,23.9,15-02-2024,04-06-2024,110,4797.51,SENS2103,17-02-2024,36.627249,78.38685,0.77,Mild
FARM2104,South India,Rice,38.81,6.06,16.2,276.35,80.33,7.03,,Organic,20.55,22-01-2024,10-05-2024,109,2971.46,SENS2104,02-04-2024,25.559649,71.185986,0.63,Moderate
FARM2105,South USA,Rice,39.99,6.95,16.04,265.66,57.97,8.28,Drip,Inorganic,9.42,04-01-2024,22-05-2024,139,5390.4,SENS2105,03-03-2024,29.628309,81.102002,0.36,Severe
FARM2106,South India,Wheat,20.03,6.06,27.94,109.58,72.08,7.91,,Inorganic,10.2,27-02-2024,04-07-2024,128,4953.62,SENS2106,19-06-2024,27.029277,81.738875,0.89,Severe
FARM2107,Central USA,Wheat,31.27,7.39,17.09,279.32,76.49,8.23,Sprinkler,Mixed,6.61,11-01-2024,18-04-2024,98,3326.93,SENS2107,07-03-2024,28.660496,77.28412,0.43,
FARM2108,South India,Cotton,37.68,5.67,19.23,200.54,65.72,5.04,Drip,Inorganic,12.4,22-01-2024,12-06-2024,142,4053.86,SENS2108,20-04-2024,19.529945,78.708377,0.73,Moderate
FARM2109,South India,Soybean,18.81,6.38,29.15,176.05,57.24,6.11,Sprinkler,Mixed,29.86,11-01-2024,05-05-2024,115,2618.44,SENS2109,02-05-2024,21.478843,87.541308,0.75,Moderate
FARM2110,East Africa,Soybean,16.81,6.88,21.34,251.48,87.96,6.14,Sprinkler,Inorganic,27.28,27-02-2024,05-06-2024,99,5758.63,SENS2110,21-03-2024,29.393178,82.687316,0.65,Moderate
FARM2111,East Africa,Maize,20.24,6.88,21.26,74.68,85.34,6.37,Drip,Mixed,10.43,20-02-2024,14-07-2024,145,5401.82,SENS2111,13-07-2024,20.087702,79.303868,0.61,Moderate
FARM2112,South USA,Wheat,42.69,6.76,28.98,244.35,76.13,6.66,,Organic,19.06,07-02-2024,10-05-2024,93,5158.24,SENS2112,25-03-2024,22.011826,82.306082,0.33,Severe
